Year,Rank,Rider,Rider No.,Team,Times,Gap,B,P,Distance (km),Number of stages,ResultType,TotalSeconds,GapSeconds
1987,64,ACACIO DA SILVA,173,KAS-MIKO-MAVIC,117h 41' 09'',+ 02h 13' 27'',,,4231,26,time,423669,8007
1987,65,MARTIN EARLEY,125,FAGOR,117h 42' 04'',+ 02h 14' 22'',,,4231,26,time,423724,8062
1987,66,PHILIPPE BOUVATIER,43,B.H.,117h 43' 32'',+ 02h 15' 50'',,,4231,26,time,423812,8150
1987,67,PASCAL POISSON,69,SYSTEME U,117h 43' 47'',+ 02h 16' 05'',,,4231,26,time,423827,8165
1987,68,JORGEN PEDERSEN,16,CARRERA JEANS,117h 44' 27'',+ 02h 16' 45'',,,4231,26,time,423867,8205
1987,69,ARGEMIRO BOHORQUEZ,133,CAFÉ DE COLOMBIA,117h 46' 37'',+ 02h 18' 55'',,,4231,26,time,423997,8335
1987,70,ADRIAN TIMMIS,228,A.N.C-HALFORDS-LYCRA,117h 47' 03'',+ 02h 19' 21'',,,4231,26,time,424023,8361
1987,71,JOS HAEX,25,HITACHI-MARC-ROSSIN-MAVIC,117h 48' 31'',+ 02h 20' 49'',,,4231,26,time,424111,8449
1987,72,RÉGIS CLERE,85,TEKA,117h 49' 03'',+ 02h 21' 21'',,,4231,26,time,424143,8481
1987,73,YVON MADIOT,66,SYSTEME U,117h 49' 39'',+ 02h 21' 57'',,,4231,26,time,424179,8517
1987,74,STEVE BAUER,3,TOSHIBA-LOOK-LA VIE CLAIRE,117h 52' 23'',+ 02h 24' 41'',,,4231,26,time,424343,8681
1987,75,FRANÇOIS LEMARCHAND,128,FAGOR,117h 54' 39'',+ 02h 26' 57'',,,4231,26,time,424479,8817
1987,76,JEAN-PHILIPPE VANDENBRANDE,28,HITACHI-MARC-ROSSIN-MAVIC,117h 56' 40'',+ 02h 28' 58'',,,4231,26,time,424600,8938
1987,77,JEAN-FRANÇOIS RAULT,107,RMO-MERAL-MAVIC,117h 57' 48'',+ 02h 30' 06'',,,4231,26,time,424668,9006
1987,78,JÉSUS RODRIGUEZ-MAGRO,89,TEKA,117h 57' 50'',+ 02h 30' 08'',,,4231,26,time,424670,9008
1987,79,MARC GOMEZ,74,REYNOLDS-SEUR-SADA,117h 58' 42'',+ 02h 31' 00'',,,4231,26,time,424722,9060
1987,80,GILBERT DUCLOS-LASSALLE,34,Z-PEUGEOT,117h 59' 03'',+ 02h 31' 21'',,,4231,26,time,424743,9081
1987,81,ALESSANDRO POZZI,167,DEL TONGO-COLNAGO,117h 59' 30'',+ 02h 31' 48'',,,4231,26,time,424770,9108
1987,82,RON KIEFEL,195,SEVEN ELEVEN-HOONVED,118h 01' 16'',+ 02h 33' 34'',,,4231,26,time,424876,9214
1987,83,JULIAN GOROSPE,75,REYNOLDS-SEUR-SADA,118h 03' 53'',+ 02h 36' 11'',,,4231,26,time,425033,9371
1987,84,TEUN VAN VLIET,159,PANASONIC-ISOSTAR,118h 07' 16'',+ 02h 39' 34'',,,4231,26,time,425236,9574
1987,85,ERICH MAECHLER,15,CARRERA JEANS,118h 07' 43'',+ 02h 40' 01'',,,4231,26,time,425263,9601
1987,86,ALFRED ACHERMANN,172,KAS-MIKO-MAVIC,118h 09' 18'',+ 02h 41' 36'',,,4231,26,time,425358,9696
1987,87,THIERRY MARIE,67,SYSTEME U,118h 09' 43'',+ 02h 42' 01'',,,4231,26,time,425383,9721
1987,88,JEFF PIERCE,198,SEVEN ELEVEN-HOONVED,118h 10' 04'',+ 02h 42' 22'',,,4231,26,time,425404,9742
1987,89,GERRIE KNETEMANN,52,PDM,118h 10' 49'',+ 02h 43' 07'',,,4231,26,time,425449,9787
1987,90,RAIMUND DIETZEN,81,TEKA,118h 11' 01'',+ 02h 43' 19'',,,4231,26,time,425461,9799
1987,91,THÉO DE ROOY,153,PANASONIC-ISOSTAR,118h 11' 25'',+ 02h 43' 43'',,,4231,26,time,425485,9823
1987,92,FRÉDERIC BRUN,32,Z-PEUGEOT,118h 12' 14'',+ 02h 44' 32'',,,4231,26,time,425534,9872
1987,93,STEFAN MORJEAN,27,HITACHI-MARC-ROSSIN-MAVIC,118h 15' 37'',+ 02h 47' 55'',,,4231,26,time,425737,10075
1987,94,ANGEL OCANA,79,REYNOLDS-SEUR-SADA,118h 16' 21'',+ 02h 48' 39'',,,4231,26,time,425781,10119
1987,95,HENK LUBBERDING,154,PANASONIC-ISOSTAR,118h 18' 50'',+ 02h 51' 08'',,,4231,26,time,425930,10268
1987,97,MIGUEL INDURAIN,78,REYNOLDS-SEUR-SADA,118h 20' 53'',+ 02h 53' 11'',,,4231,26,time,426053,10391
1987,98,JONATHAN BOYER,193,SEVEN ELEVEN-HOONVED,118h 21' 29'',+ 02h 53' 47'',,,4231,26,time,426089,10427
1987,99,JÖRG MULLER,54,PDM,118h 21' 46'',+ 02h 54' 04'',,,4231,26,time,426106,10444
1987,100,CELESTINO PRIETO,178,KAS-MIKO-MAVIC,118h 22' 44'',+ 02h 55' 02'',,,4231,26,time,426164,10502
1987,101,CHRISTOBAL PEREZ,138,CAFÉ DE COLOMBIA,118h 26' 02'',+ 02h 58' 20'',,,4231,26,time,426362,10700
1987,102,GIANCARLO PERINI,17,CARRERA JEANS,118h 26' 20'',+ 02h 58' 38'',,,4231,26,time,426380,10718
1987,103,KVETOSLAV PALOV,225,A.N.C-HALFORDS-LYCRA,118h 26' 46'',+ 02h 59' 04'',,,4231,26,time,426406,10744
1987,104,LUC ROOSEN,146,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,118h 27' 12'',+ 02h 59' 30'',,,4231,26,time,426432,10770
1987,105,ADRI VAN DER POEL,59,PDM,118h 27' 26'',+ 02h 59' 44'',,,4231,26,time,426446,10784
1987,106,PETER HILSE,88,TEKA,118h 29' 08'',+ 03h 01' 26'',,,4231,26,time,426548,10886
1987,107,ROLAND LE CLERC,115,CAJA RURAL-ORBEA,118h 30' 46'',+ 03h 03' 04'',,,4231,26,time,426646,10984
1987,108,JÉSUS HERNANDEZ-UBEDA,77,REYNOLDS-SEUR-SADA,118h 31' 51'',+ 03h 04' 09'',,,4231,26,time,426711,11049
1987,109,MASSIMO GHIROTTO,14,CARRERA JEANS,118h 32' 39'',+ 03h 04' 57'',,,4231,26,time,426759,11097
1987,110,BRIAN SÖRENSEN,207,ROLAND-SKALA-CHIORI-COLNAGO,118h 35' 55'',+ 03h 08' 13'',,,4231,26,time,426955,11293
1987,111,DAVIDE CASSANI,13,CARRERA JEANS,118h 38' 15'',+ 03h 10' 33'',,,4231,26,time,427095,11433
1987,112,GUIDO WINTERBERG,9,TOSHIBA-LOOK-LA VIE CLAIRE,118h 40' 08'',+ 03h 12' 26'',,,4231,26,time,427208,11546
1987,113,JOSÉ-LUIS NAVARRO,47,B.H.,118h 40' 20'',+ 03h 12' 38'',,,4231,26,time,427220,11558
1987,114,PASCAL JULES,114,CAJA RURAL-ORBEA,118h 40' 29'',+ 03h 12' 47'',,,4231,26,time,427229,11567
1987,115,MICHEL DERNIES,183,JOKER-EMERXIL-EDDY MERCKX,118h 40' 35'',+ 03h 12' 53'',,,4231,26,time,427235,11573
1987,116,RUDY PATRY,205,ROLAND-SKALA-CHIORI-COLNAGO,118h 42' 27'',+ 03h 14' 45'',,,4231,26,time,427347,11685
1987,117,FRANCISCO-JOSÉ ANTEQUERA,42,B.H.,118h 43' 55'',+ 03h 16' 13'',,,4231,26,time,427435,11773
1987,118,MANUEL-JORGE DOMINGUEZ,45,B.H.,118h 44' 20'',+ 03h 16' 38'',,,4231,26,time,427460,11798
1987,119,GUIDO BONTEMPI,12,CARRERA JEANS,118h 44' 23'',+ 03h 16' 41'',,,4231,26,time,427463,11801
1987,120,ALESSANDRO PIOVANI,166,DEL TONGO-COLNAGO,118h 46' 39'',+ 03h 18' 57'',,,4231,26,time,427599,11937
1987,121,JAN WIJNANTS,29,HITACHI-MARC-ROSSIN-MAVIC,118h 47' 01'',+ 03h 19' 19'',,,4231,26,time,427621,11959
1987,122,HERMAN FRISON,204,ROLAND-SKALA-CHIORI-COLNAGO,118h 47' 19'',+ 03h 19' 37'',,,4231,26,time,427639,11977
1987,123,ANDRÉ CHAPPUIS,102,RMO-MERAL-MAVIC,118h 49' 00'',+ 03h 21' 18'',,,4231,26,time,427740,12078
1987,124,JELLE NIJDAM,144,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,118h 49' 00'',+ 03h 21' 18'',,,4231,26,time,427740,12078
1987,125,PATRICK VERSCHUEREN,209,ROLAND-SKALA-CHIORI-COLNAGO,118h 50' 47'',+ 03h 23' 05'',,,4231,26,time,427847,12185
1987,126,WIM VAN EYNDE,189,JOKER-EMERXIL-EDDY MERCKX,118h 51' 22'',+ 03h 23' 40'',,,4231,26,time,427882,12220
1987,127,GERRIT SOLLEVELD,147,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,118h 52' 03'',+ 03h 24' 21'',,,4231,26,time,427923,12261
1987,128,CARLOS HERNANDEZ,87,TEKA,118h 52' 23'',+ 03h 24' 41'',,,4231,26,time,427943,12281
1987,129,STEFANO ALLOCCHIO,212,SUPERMERCATI BRIANZOLI-CHATEAU D'AX,119h 00' 38'',+ 03h 32' 56'',,,4231,26,time,428438,12776
1987,130,JEAN-PAUL VAN POPPEL,148,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,119h 03' 47'',+ 03h 36' 05'',,,4231,26,time,428627,12965
1987,131,JAN GOESSENS,184,JOKER-EMERXIL-EDDY MERCKX,119h 04' 12'',+ 03h 36' 30'',,,4231,26,time,428652,12990
1987,132,JOS LIECKENS,185,JOKER-EMERXIL-EDDY MERCKX,119h 17' 30'',+ 03h 49' 48'',,,4231,26,time,429450,13788
1987,133,GUY GALLOPIN,223,A.N.C-HALFORDS-LYCRA,119h 30' 55'',+ 04h 03' 13'',,,4231,26,time,430255,14593
1987,134,JEAN-LOUIS GAUTHIER,35,Z-PEUGEOT,119h 33' 00'',+ 04h 05' 18'',,,4231,26,time,430380,14718
1987,135,MATHIEU HERMANS,113,CAJA RURAL-ORBEA,119h 51' 12'',+ 04h 23' 30'',,,4231,26,time,431472,15810
1988,1,PEDRO DELGADO,171,REYNOLDS,84h 27' 53'',-,,,3286,23,time,304073,0
1988,2,STEVEN ROOKS,11,P.D.M,84h 35' 06'',+ 00h 07' 13'',,,3286,23,time,304506,433
1988,3,FABIO PARRA,181,KELME,84h 37' 51'',+ 00h 09' 58'',,,3286,23,time,304671,598
1988,4,STEVE BAUER,192,WEINMANN-LA SUISSE-S.M.M. USTER,84h 40' 08'',+ 00h 12' 15'',,,3286,23,time,304808,735
1988,5,ERIC BOYER,32,SYSTEME U,84h 41' 57'',+ 00h 14' 04'',,,3286,23,time,304917,844
1988,6,LUIS ''LUCHO'' HERRERA,41,CAFÉ DE COLOMBIA,84h 42' 29'',+ 00h 14' 36'',,,3286,23,time,304949,876
1988,7,RONAN PENSEC,121,Z-PEUGEOT,84h 44' 45'',+ 00h 16' 52'',,,3286,23,time,305085,1012
1988,8,ALVARO PINO,59,B.H.,84h 46' 29'',+ 00h 18' 36'',,,3286,23,time,305189,1116
1988,9,PETER WINNEN,119,PANASONIC-ISOSTAR,84h 47' 05'',+ 00h 19' 12'',,,3286,23,time,305225,1152
1988,10,DENIS ROUX,128,Z-PEUGEOT,84h 48' 01'',+ 00h 20' 08'',,,3286,23,time,305281,1208
1988,11,GERT-JAN THEUNISSE,17,P.D.M,84h 50' 39'',+ 00h 22' 46'',,,3286,23,time,305439,1366
1988,12,ERIK BREUKINK,111,PANASONIC-ISOSTAR,84h 50' 59'',+ 00h 23' 06'',,,3286,23,time,305459,1386
1988,13,LAUDELINO CUBINO GONZALEZ,54,B.H.,84h 51' 39'',+ 00h 23' 46'',,,3286,23,time,305499,1426
1988,14,CLAUDE CRIQUIELION,81,HITACHI-BOSAL-B.C.E,84h 52' 25'',+ 00h 24' 32'',,,3286,23,time,305545,1472
1988,15,ANDREW ''ANDY'' HAMPSTEN,61,SEVEN ELEVEN-HOONVED,84h 53' 53'',+ 00h 26' 00'',,,3286,23,time,305633,1560
1988,16,MARINO LEJARETTA,71,CAJA RURAL-ORBEA,84h 54' 29'',+ 00h 26' 36'',,,3286,23,time,305669,1596
1988,17,PASCAL SIMON,39,SYSTEME U,84h 56' 32'',+ 00h 28' 39'',,,3286,23,time,305792,1719
1988,18,ERIC CARITOUX,143,KAS-CANAL 10-MAVIC,84h 56' 57'',+ 00h 29' 04'',,,3286,23,time,305817,1744
1988,19,JÉRÔME SIMON,129,Z-PEUGEOT,84h 57' 32'',+ 00h 29' 39'',,,3286,23,time,305852,1779
1988,20,RAÚL ALCALÁ,62,SEVEN ELEVEN-HOONVED,84h 59' 07'',+ 00h 31' 14'',,,3286,23,time,305947,1874
1988,21,GÉRARD ZADROBILEK,199,WEINMANN-LA SUISSE-S.M.M. USTER,85h 00' 02'',+ 00h 32' 09'',,,3286,23,time,306002,1929
1988,22,ROBERTO VISENTINI,9,CARRERA JEANS-VAGABOND,85h 01' 16'',+ 00h 33' 23'',,,3286,23,time,306076,2003
1988,23,THIERRY CLAVEYROLAT,154,RMO-LIBERIA-MAVIC,85h 05' 42'',+ 00h 37' 49'',,,3286,23,time,306342,2269
1988,24,JAANUSZ KUUM,204,A.D.R. - I.O.C.,85h 06' 46'',+ 00h 38' 53'',,,3286,23,time,306406,2333
1988,25,FEDERICO ECHAVE,56,B.H.,85h 07' 10'',+ 00h 39' 17'',,,3286,23,time,306430,2357
1988,26,JORGEN PEDERSEN,58,B.H.,85h 07' 17'',+ 00h 39' 24'',,,3286,23,time,306437,2364
1988,27,JÖRG MULLER,15,P.D.M,85h 08' 46'',+ 00h 40' 53'',,,3286,23,time,306526,2453
1988,28,FRÉDÉRIC VICHOT,196,WEINMANN-LA SUISSE-S.M.M. USTER,85h 09' 53'',+ 00h 42' 00'',,,3286,23,time,306593,2520
1988,29,PETER STEVENHAAGEN,16,P.D.M,85h 13' 20'',+ 00h 45' 27'',,,3286,23,time,306800,2727
1988,30,EDUARDO CHOZAS OLMO,183,KELME,85h 13' 38'',+ 00h 45' 45'',,,3286,23,time,306818,2745
1988,31,SAMUEL CABRERA,42,CAFÉ DE COLOMBIA,85h 13' 59'',+ 00h 46' 06'',,,3286,23,time,306839,2766
1988,32,PHILIPPE BOUVATIER,53,B.H.,85h 16' 07'',+ 00h 48' 14'',,,3286,23,time,306967,2894
1988,33,MARC SERGEANT,86,HITACHI-BOSAL-B.C.E,85h 17' 17'',+ 00h 49' 24'',,,3286,23,time,307037,2964
1988,34,DAG OTTO LAURITZEN,65,SEVEN ELEVEN-HOONVED,85h 18' 01'',+ 00h 50' 08'',,,3286,23,time,307081,3008
1988,35,JÉSUS BLANCO-VILLAR,133,TEKA,85h 23' 21'',+ 00h 55' 28'',,,3286,23,time,307401,3328
1988,36,GILBERT DUCLOS-LASSALLE,126,Z-PEUGEOT,85h 25' 14'',+ 00h 57' 21'',,,3286,23,time,307514,3441
1988,37,JEAN-PHILIPPE VANDENBRANDE,87,HITACHI-BOSAL-B.C.E,85h 25' 50'',+ 00h 57' 57'',,,3286,23,time,307550,3477
1988,38,GUY NULENS,114,PANASONIC-ISOSTAR,85h 27' 06'',+ 00h 59' 13'',,,3286,23,time,307626,3553
1988,39,JEAN-CLAUDE BAGOT,102,FAGOR,85h 27' 40'',+ 00h 59' 47'',,,3286,23,time,307660,3587
1988,40,CHARLY BERARD,103,FAGOR,85h 28' 01'',+ 01h 00' 08'',,,3286,23,time,307681,3608
1988,41,EDGAR CORREDOR,45,CAFÉ DE COLOMBIA,85h 29' 13'',+ 01h 01' 20'',,,3286,23,time,307753,3680
1988,42,JULIO-CÉSAR CADENA,43,CAFÉ DE COLOMBIA,85h 29' 21'',+ 01h 01' 28'',,,3286,23,time,307761,3688
1988,43,NIKI RUTTIMAN,191,WEINMANN-LA SUISSE-S.M.M. USTER,85h 29' 36'',+ 01h 01' 43'',,,3286,23,time,307776,3703
1988,44,HENRI ABADIE,122,Z-PEUGEOT,85h 29' 52'',+ 01h 01' 59'',,,3286,23,time,307792,3719
1988,45,GÉRARD VELDSCHOLTEN,195,WEINMANN-LA SUISSE-S.M.M. USTER,85h 30' 25'',+ 01h 02' 32'',,,3286,23,time,307825,3752
1988,46,SEAN KELLY,141,KAS-CANAL 10-MAVIC,85h 30' 47'',+ 01h 02' 54'',,,3286,23,time,307847,3774
1988,47,MIGUEL INDURAIN,177,REYNOLDS,85h 31' 08'',+ 01h 03' 15'',,,3286,23,time,307868,3795
1988,48,DOMINIQUE ARNAUD,172,REYNOLDS,85h 35' 24'',+ 01h 07' 31'',,,3286,23,time,308124,4051
1988,49,ISRAËL CORREDOR,46,CAFÉ DE COLOMBIA,85h 35' 43'',+ 01h 07' 50'',,,3286,23,time,308143,4070
1988,50,MICHAËL WILSON,197,WEINMANN-LA SUISSE-S.M.M. USTER,85h 37' 24'',+ 01h 09' 31'',,,3286,23,time,308244,4171
1988,51,PATROCINIO JIMENEZ,47,CAFÉ DE COLOMBIA,85h 37' 48'',+ 01h 09' 55'',,,3286,23,time,308268,4195
1988,52,JÉSUS RODRIGUEZ-MAGRO,179,REYNOLDS,85h 39' 10'',+ 01h 11' 17'',,,3286,23,time,308350,4277
1988,53,JON UNZAGA,148,KAS-CANAL 10-MAVIC,85h 40' 10'',+ 01h 12' 17'',,,3286,23,time,308410,4337
1988,54,JOHNNY WELTZ,108,FAGOR,85h 40' 42'',+ 01h 12' 49'',,,3286,23,time,308442,4369
1988,55,JEAN-CLAUDE COLOTTI,155,RMO-LIBERIA-MAVIC,85h 42' 53'',+ 01h 15' 00'',,,3286,23,time,308573,4500
1988,56,JOS HAEX,84,HITACHI-BOSAL-B.C.E,85h 43' 09'',+ 01h 15' 16'',,,3286,23,time,308589,4516
1988,57,MARIANO SANCHEZ,139,TEKA,85h 43' 59'',+ 01h 16' 06'',,,3286,23,time,308639,4566
1988,58,JEAN-CLAUDE LECLERCQ,193,WEINMANN-LA SUISSE-S.M.M. USTER,85h 45' 14'',+ 01h 17' 21'',,,3286,23,time,308714,4641
1988,59,SEAN YATES,109,FAGOR,85h 45' 18'',+ 01h 17' 25'',,,3286,23,time,308718,4645
1988,60,JULIAN GOROSPE,175,REYNOLDS,85h 45' 26'',+ 01h 17' 33'',,,3286,23,time,308726,4653
1988,61,JAN NEVENS,216,SIGMA-FINA-DIAMANT,85h 46' 04'',+ 01h 18' 11'',,,3286,23,time,308764,4691
1988,62,GIANNI BUGNO,91,CHATEAU D'AX,85h 47' 02'',+ 01h 19' 09'',,,3286,23,time,308822,4749
1988,63,JOKIN MUJIKA,76,CAJA RURAL-ORBEA,85h 47' 08'',+ 01h 19' 15'',,,3286,23,time,308828,4755
1988,64,ENRIQUE ALBERTO AJA CAGIGAS,132,TEKA,85h 47' 45'',+ 01h 19' 52'',,,3286,23,time,308865,4792
1988,65,PHILIPPE LELEU,27,TOSHIBA,85h 49' 44'',+ 01h 21' 51'',,,3286,23,time,308984,4911
1988,66,MARC MADIOT,28,TOSHIBA,85h 50' 27'',+ 01h 22' 34'',,,3286,23,time,309027,4954
1988,67,CHRISTOPHE LAVAINNE,35,SYSTEME U,85h 50' 27'',+ 01h 22' 34'',,,3286,23,time,309027,4954
1988,68,TONY ROMINGER,96,CHATEAU D'AX,85h 51' 34'',+ 01h 23' 41'',,,3286,23,time,309094,5021
1988,69,RON KIEFEL,63,SEVEN ELEVEN-HOONVED,85h 51' 51'',+ 01h 23' 58'',,,3286,23,time,309111,5038
1988,70,ROLAND LE CLERC,75,CAJA RURAL-ORBEA,85h 53' 10'',+ 01h 25' 17'',,,3286,23,time,309190,5117
1988,71,MARTIAL GAYANT,23,TOSHIBA,85h 53' 23'',+ 01h 25' 30'',,,3286,23,time,309203,5130
1988,72,JACQUES DECRION,33,SYSTEME U,85h 54' 37'',+ 01h 26' 44'',,,3286,23,time,309277,5204
1988,73,MARCO-ANTONIO LEON,48,CAFÉ DE COLOMBIA,85h 54' 51'',+ 01h 26' 58'',,,3286,23,time,309291,5218
1988,74,ERIC VAN LANCKER,117,PANASONIC-ISOSTAR,85h 56' 30'',+ 01h 28' 37'',,,3286,23,time,309390,5317
1988,75,VICENTE BELDA,182,KELME,85h 57' 22'',+ 01h 29' 29'',,,3286,23,time,309442,5369
1988,76,MARC VAN ORSOUW,19,P.D.M,85h 58' 29'',+ 01h 30' 36'',,,3286,23,time,309509,5436
1988,77,MASSIMO GHIROTTO,4,CARRERA JEANS-VAGABOND,85h 58' 43'',+ 01h 30' 50'',,,3286,23,time,309523,5450
1988,78,PATRICE ESNAULT,151,RMO-LIBERIA-MAVIC,85h 58' 52'',+ 01h 30' 59'',,,3286,23,time,309532,5459
1988,79,ALESSANDRO POZZI,95,CHATEAU D'AX,86h 00' 12'',+ 01h 32' 19'',,,3286,23,time,309612,5539
1988,80,DIRK DE WOLF,83,HITACHI-BOSAL-B.C.E,86h 01' 18'',+ 01h 33' 25'',,,3286,23,time,309678,5605
1988,81,FRÉDERIC BRUN,123,Z-PEUGEOT,86h 01' 25'',+ 01h 33' 32'',,,3286,23,time,309685,5612
1988,82,LUIS-JAVIER LUKIN,178,REYNOLDS,86h 01' 53'',+ 01h 34' 00'',,,3286,23,time,309713,5640
1988,83,RAIMUND DIETZEN,131,TEKA,86h 02' 18'',+ 01h 34' 25'',,,3286,23,time,309738,5665
1988,84,ADRI VAN DER POEL,18,P.D.M,86h 02' 36'',+ 01h 34' 43'',,,3286,23,time,309756,5683
1988,86,ENNIO VANOTTI,98,CHATEAU D'AX,86h 03' 56'',+ 01h 36' 03'',,,3286,23,time,309836,5763
1988,87,RUDY DHAENENS,13,P.D.M,86h 04' 09'',+ 01h 36' 16'',,,3286,23,time,309849,5776
1988,88,MICHEL BIBOLLET,152,RMO-LIBERIA-MAVIC,86h 06' 07'',+ 01h 38' 14'',,,3286,23,time,309967,5894
1988,89,LUDO PEETERS,165,SUPERCONFEX-YOKO-OPEL,86h 10' 40'',+ 01h 42' 47'',,,3286,23,time,310240,6167
1988,90,MALCOLM ELLIOTT,104,FAGOR,86h 12' 20'',+ 01h 44' 27'',,,3286,23,time,310340,6267
1988,91,ROLF GOLZ,161,SUPERCONFEX-YOKO-OPEL,86h 12' 40'',+ 01h 44' 47'',,,3286,23,time,310360,6287
1988,92,ACACIO DA SILVA,144,KAS-CANAL 10-MAVIC,86h 13' 19'',+ 01h 45' 26'',,,3286,23,time,310399,6326
1988,93,DOMINIQUE GARDE,34,SYSTEME U,86h 14' 37'',+ 01h 46' 44'',,,3286,23,time,310477,6404
1988,94,RÉGIS CLERE,135,TEKA,86h 15' 06'',+ 01h 47' 13'',,,3286,23,time,310506,6433
1988,95,HENNIE KUIPER,211,SIGMA-FINA-DIAMANT,86h 17' 30'',+ 01h 49' 37'',,,3286,23,time,310650,6577
1988,96,WILLEM WIJNANT,218,SIGMA-FINA-DIAMANT,86h 17' 49'',+ 01h 49' 56'',,,3286,23,time,310669,6596
1988,97,ARSENIO GONZALEZ,136,TEKA,86h 18' 06'',+ 01h 50' 13'',,,3286,23,time,310686,6613
1988,98,THIERRY MARIE,36,SYSTEME U,86h 19' 04'',+ 01h 51' 11'',,,3286,23,time,310744,6671
1988,99,SOREN LILHOLT,215,SIGMA-FINA-DIAMANT,86h 19' 51'',+ 01h 51' 58'',,,3286,23,time,310791,6718
1988,100,DANTE REZZE,157,RMO-LIBERIA-MAVIC,86h 20' 56'',+ 01h 53' 03'',,,3286,23,time,310856,6783
1988,101,STEFAN MORJEAN,85,HITACHI-BOSAL-B.C.E,86h 22' 49'',+ 01h 54' 56'',,,3286,23,time,310969,6896
1988,102,FRANK DE WOLF,202,A.D.R. - I.O.C.,86h 23' 49'',+ 01h 55' 56'',,,3286,23,time,311029,6956
1988,103,ETIENNE DE WILDE,212,SIGMA-FINA-DIAMANT,86h 25' 10'',+ 01h 57' 17'',,,3286,23,time,311110,7037
1988,104,ROQUE DE LA CRUZ,73,CAJA RURAL-ORBEA,86h 25' 45'',+ 01h 57' 52'',,,3286,23,time,311145,7072
1988,105,DAVIS PHINNEY,66,SEVEN ELEVEN-HOONVED,86h 26' 01'',+ 01h 58' 08'',,,3286,23,time,311161,7088
1988,106,GUIDO BONTEMPI,3,CARRERA JEANS-VAGABOND,86h 27' 00'',+ 01h 59' 07'',,,3286,23,time,311220,7147
1988,107,VICENTE RIDAURA,78,CAJA RURAL-ORBEA,86h 29' 24'',+ 02h 01' 31'',,,3286,23,time,311364,7291
1988,108,FRÉDÉRIC GARNIER,22,TOSHIBA,86h 30' 45'',+ 02h 02' 52'',,,3286,23,time,311445,7372
1988,109,MARCO BERGAMO,2,CARRERA JEANS-VAGABOND,86h 33' 36'',+ 02h 05' 43'',,,3286,23,time,311616,7543
1988,110,ANDRÉAS KAPPES,25,TOSHIBA,86h 33' 55'',+ 02h 06' 02'',,,3286,23,time,311635,7562
1988,111,JOSÉ-SALVADOR SANCHIS,79,CAJA RURAL-ORBEA,86h 34' 53'',+ 02h 07' 00'',,,3286,23,time,311693,7620
1988,112,INAKI GASTON,185,KELME,86h 35' 42'',+ 02h 07' 49'',,,3286,23,time,311742,7669
1988,113,JENS VEGGERBY,69,SEVEN ELEVEN-HOONVED,86h 37' 20'',+ 02h 09' 27'',,,3286,23,time,311840,7767
1988,114,JAVIER MURGUIALDAY,57,B.H.,86h 37' 25'',+ 02h 09' 32'',,,3286,23,time,311845,7772
1988,115,EDDY PLANCKAERT,208,A.D.R. - I.O.C.,86h 37' 27'',+ 02h 09' 34'',,,3286,23,time,311847,7774
1988,116,ANGEL CAMARILLO LLORENS,134,TEKA,86h 38' 22'',+ 02h 10' 29'',,,3286,23,time,311902,7829
1988,117,CELESTINO PRIETO,146,KAS-CANAL 10-MAVIC,86h 39' 09'',+ 02h 11' 16'',,,3286,23,time,311949,7876
1988,118,HERMINIO DIAZ ZABALA,174,REYNOLDS,86h 39' 35'',+ 02h 11' 42'',,,3286,23,time,311975,7902
1988,119,JACQUES HANEGRAAF,24,TOSHIBA,86h 40' 04'',+ 02h 12' 11'',,,3286,23,time,312004,7931
1988,120,JOËL PELIER,38,SYSTEME U,86h 41' 21'',+ 02h 13' 28'',,,3286,23,time,312081,8008
1988,122,JELLE NIJDAM,164,SUPERCONFEX-YOKO-OPEL,86h 43' 52'',+ 02h 15' 59'',,,3286,23,time,312232,8159
1988,123,RÉGIS SIMON,158,RMO-LIBERIA-MAVIC,86h 46' 11'',+ 02h 18' 18'',,,3286,23,time,312371,8298
1988,124,FRANK HOSTE,203,A.D.R. - I.O.C.,86h 46' 43'',+ 02h 18' 50'',,,3286,23,time,312403,8330
1988,125,ALFRED ACHERMANN,142,KAS-CANAL 10-MAVIC,86h 47' 19'',+ 02h 19' 26'',,,3286,23,time,312439,8366
1988,126,FRANS MAASSEN,163,SUPERCONFEX-YOKO-OPEL,86h 47' 36'',+ 02h 19' 43'',,,3286,23,time,312456,8383
1988,127,TWAN POELS,166,SUPERCONFEX-YOKO-OPEL,86h 47' 55'',+ 02h 20' 02'',,,3286,23,time,312475,8402
1988,128,MANUEL-JORGE DOMINGUEZ,55,B.H.,86h 48' 52'',+ 02h 20' 59'',,,3286,23,time,312532,8459
1988,129,PHILIPPE CASADO,124,Z-PEUGEOT,86h 49' 24'',+ 02h 21' 31'',,,3286,23,time,312564,8491
1988,130,JOHAN LAMMERTS,26,TOSHIBA,86h 51' 10'',+ 02h 23' 17'',,,3286,23,time,312670,8597
1988,131,RENÉ MARTENS,205,A.D.R. - I.O.C.,86h 52' 45'',+ 02h 24' 52'',,,3286,23,time,312765,8692
