Rank,Rider,Rider No.,Team,Times,Gap,B,P,Year,Duration (seconds),Gap (seconds),Result type
117,TRISTAN HOFFMAN,163,MEMORY CARD TECHNOLOGY-JACK & JONES,95h 40' 25'',+ 03h 07' 17'',,,2000,344425,11237,time
118,GEERT VAN BONDT,119,FARM FRITES,95h 40' 47'',+ 03h 07' 39'',,,2000,344447,11259,time
119,ALLAN JOHANSEN,164,MEMORY CARD TECHNOLOGY-JACK & JONES,95h 41' 30'',+ 03h 08' 22'',,,2000,344490,11302,time
120,ANTHONY LANGELLA,175,CREDIT AGRICOLE,95h 46' 48'',+ 03h 13' 40'',,,2000,344808,11620,time
121,SERGE BAGUET,133,LOTTO - ADECCO,95h 50' 23'',+ 03h 17' 15'',,,2000,345023,11835,time
122,FRANCK BOUYER,193,BONJOUR,95h 51' 45'',+ 03h 18' 37'',,,2000,345105,11917,time
123,MAGNUS BACKSTEDT,172,CREDIT AGRICOLE,95h 53' 35'',+ 03h 20' 27'',,,2000,345215,12027,time
124,JEROEN BLIJLEVENS,152,TEAM POLTI,95h 53' 53'',+ 03h 20' 45'',,,2000,345233,12045,time
125,FRANCISCO LEON,25,KELME - COSTA BLANCA,95h 56' 00'',+ 03h 22' 52'',,,2000,345360,12172,time
126,SÉBASTIEN HINAULT,174,CREDIT AGRICOLE,96h 14' 10'',+ 03h 41' 02'',,,2000,346450,13262,time
127,DAMIEN NAZON,196,BONJOUR,96h 16' 21'',+ 03h 43' 13'',,,2000,346581,13393,time
128,OLIVIER PERRAUDEAU,197,BONJOUR,96h 19' 45'',+ 03h 46' 37'',,,2000,346785,13597,time
2,JAN ULLRICH,11,TEAM DEUTSCHE TELEKOM,86h 24' 12'',+ 00h 06' 44'',,,2001,311052,404,time
3,JOSEBA BELOKI,21,O.N.C.E. - EROSKI,86h 26' 33'',+ 00h 09' 05'',,,2001,311193,545,time
4,ANDREI KIVILEV,74,COFIDIS . CREDIT PAR TELEPHONE,86h 27' 21'',+ 00h 09' 53'',,,2001,311241,593,time
5,IGOR GONZALEZ GALDEANO,24,O.N.C.E. - EROSKI,86h 30' 56'',+ 00h 13' 28'',,,2001,311456,808,time
6,FRANÇOIS SIMON,169,BONJOUR,86h 34' 50'',+ 00h 17' 22'',,,2001,311690,1042,time
7,OSCAR SEVILLA,157,KELME - COSTA BLANCA,86h 35' 58'',+ 00h 18' 30'',,,2001,311758,1110,time
8,SANTIAGO BOTERO,151,KELME - COSTA BLANCA,86h 38' 23'',+ 00h 20' 55'',,,2001,311903,1255,time
9,MARCOS ANTONIO SERRANO RODRIGUEZ,29,O.N.C.E. - EROSKI,86h 39' 13'',+ 00h 21' 45'',,,2001,311953,1305,time
10,MICHAEL BOOGERD,51,RABOBANK,86h 40' 06'',+ 00h 22' 38'',,,2001,312006,1358,time
11,DIDIER ROUS,161,BONJOUR,86h 41' 50'',+ 00h 24' 22'',,,2001,312110,1462,time
12,IÑIGO CHAURREAU,113,EUSKALTEL - EUSKADI,86h 45' 37'',+ 00h 28' 09'',,,2001,312337,1689,time
13,FRANCISCO MANCEBO,91,IBANESTO.COM,86h 46' 01'',+ 00h 28' 33'',,,2001,312361,1713,time
14,STEFANO GARZELLI,86,MAPEI - QUICK STEP,86h 46' 28'',+ 00h 29' 00'',,,2001,312388,1740,time
15,ROBERTO HERAS,2,US POSTAL SERVICE,86h 48' 12'',+ 00h 30' 44'',,,2001,312492,1844,time
16,ALEXANDRE VINOKOUROV,17,TEAM DEUTSCHE TELEKOM,86h 51' 23'',+ 00h 33' 55'',,,2001,312683,2035,time
17,ALEXANDRE BOTCHAROV,124,AG2R PREVOYANCE,86h 58' 43'',+ 00h 41' 15'',,,2001,313123,2475,time
18,BOBBY JULICH,101,CREDIT AGRICOLE,87h 05' 32'',+ 00h 48' 04'',,,2001,313532,2884,time
19,LAURENT JALABERT,131,CSC - TISCALI,87h 07' 34'',+ 00h 50' 06'',,,2001,313654,3006,time
20,CARLOS SASTRE,28,O.N.C.E. - EROSKI,87h 07' 48'',+ 00h 50' 20'',,,2001,313668,3020,time
21,THOMASZ BROZYNA,93,IBANESTO.COM,87h 11' 03'',+ 00h 53' 35'',,,2001,313863,3215,time
22,AXEL MERCKX,194,DOMO - FARM FRITES,87h 12' 57'',+ 00h 55' 29'',,,2001,313977,3329,time
23,LAURENT BROCHARD,141,JEAN DELATOUR,87h 13' 29'',+ 00h 56' 01'',,,2001,314009,3361,time
24,WLADIMIR BELLI,44,FASSA BORTOLO,87h 14' 57'',+ 00h 57' 29'',,,2001,314097,3449,time
25,JOSÉ ENRIQUE GUTIERREZ,155,KELME - COSTA BLANCA,87h 16' 45'',+ 00h 59' 17'',,,2001,314205,3557,time
26,ANDREAS KLÖDEN,15,TEAM DEUTSCHE TELEKOM,87h 17' 21'',+ 00h 59' 53'',,,2001,314241,3593,time
27,MARIO AERTS,62,LOTTO - ADECCO,87h 17' 34'',+ 01h 00' 06'',,,2001,314254,3606,time
28,ROBERTO LAISEKA,117,EUSKALTEL - EUSKADI,87h 19' 43'',+ 01h 02' 15'',,,2001,314383,3735,time
29,JÖRG JAKSCHE,26,O.N.C.E. - EROSKI,87h 23' 30'',+ 01h 06' 02'',,,2001,314610,3962,time
30,DANIEL ATIENZA,72,COFIDIS . CREDIT PAR TELEPHONE,87h 24' 38'',+ 01h 07' 10'',,,2001,314678,4030,time
31,STEPHANE GOUBERT,144,JEAN DELATOUR,87h 26' 08'',+ 01h 08' 40'',,,2001,314768,4120,time
32,LUIS PEREZ,37,FESTINA Watches,87h 28' 35'',+ 01h 11' 07'',,,2001,314915,4267,time
33,MICHELE BARTOLI,82,MAPEI - QUICK STEP,87h 30' 33'',+ 01h 13' 05'',,,2001,315033,4385,time
34,DAVID ETXEBARRIA,111,EUSKALTEL - EUSKADI,87h 33' 25'',+ 01h 15' 57'',,,2001,315205,4557,time
35,BENOIT SALMON,121,AG2R PREVOYANCE,87h 34' 35'',+ 01h 17' 07'',,,2001,315275,4627,time
36,STEVE VERMAUT,69,LOTTO - ADECCO,87h 37' 41'',+ 01h 20' 13'',,,2001,315461,4813,time
37,FELIX MANUEL GARCIA CASAS,35,FESTINA Watches,87h 38' 01'',+ 01h 20' 33'',,,2001,315481,4833,time
38,JOSÉ LUIS RUBIERA,8,US POSTAL SERVICE,87h 39' 16'',+ 01h 21' 48'',,,2001,315556,4908,time
39,GIUSEPPE GUERINI,13,TEAM DEUTSCHE TELEKOM,87h 39' 29'',+ 01h 22' 01'',,,2001,315569,4921,time
40,STÉPHANE HEULOT,201,BIG.MAT - AUBER 93,87h 39' 30'',+ 01h 22' 02'',,,2001,315570,4922,time
41,JAVIER PASCUAL,98,IBANESTO.COM,87h 40' 05'',+ 01h 22' 37'',,,2001,315605,4957,time
42,WALTER BENETEAU,162,BONJOUR,87h 41' 56'',+ 01h 24' 28'',,,2001,315716,5068,time
43,KEVIN LIVINGSTON,16,TEAM DEUTSCHE TELEKOM,87h 41' 59'',+ 01h 24' 31'',,,2001,315719,5071,time
44,LEONARDO PIEPOLI,99,IBANESTO.COM,87h 43' 49'',+ 01h 26' 21'',,,2001,315829,5181,time
45,GUIDO TRENTIN,79,COFIDIS . CREDIT PAR TELEPHONE,87h 47' 08'',+ 01h 29' 40'',,,2001,316028,5380,time
46,JENS VOIGT,109,CREDIT AGRICOLE,87h 47' 30'',+ 01h 30' 02'',,,2001,316050,5402,time
47,DENIS MENCHOV,96,IBANESTO.COM,87h 49' 18'',+ 01h 31' 50'',,,2001,316158,5510,time
48,DAVID MONCOUTIE,77,COFIDIS . CREDIT PAR TELEPHONE,87h 49' 37'',+ 01h 32' 09'',,,2001,316177,5529,time
49,NICKI SORENSEN,138,CSC - TISCALI,87h 50' 42'',+ 01h 33' 14'',,,2001,316242,5594,time
50,LAURENT ROUX,147,JEAN DELATOUR,87h 50' 54'',+ 01h 33' 26'',,,2001,316254,5606,time
51,UDO BÖLTS,12,TEAM DEUTSCHE TELEKOM,87h 51' 38'',+ 01h 34' 10'',,,2001,316298,5650,time
52,MARCO PINOTTI,177,LAMPRE - DAIKIN,87h 51' 57'',+ 01h 34' 29'',,,2001,316317,5669,time
53,GILLES BOUVARD,143,JEAN DELATOUR,87h 53' 03'',+ 01h 35' 35'',,,2001,316383,5735,time
54,STUART O'GRADY,107,CREDIT AGRICOLE,87h 53' 48'',+ 01h 36' 20'',,,2001,316428,5780,time
55,PATRICE HALGAND,145,JEAN DELATOUR,87h 56' 06'',+ 01h 38' 38'',,,2001,316566,5918,time
56,JEAN-CYRIL ROBIN,168,BONJOUR,87h 57' 01'',+ 01h 39' 33'',,,2001,316621,5973,time
57,DANIELE NARDELLO,81,MAPEI - QUICK STEP,87h 59' 17'',+ 01h 41' 49'',,,2001,316757,6109,time
58,JAVIER PASCUAL LLORENTE,156,KELME - COSTA BLANCA,88h 02' 08'',+ 01h 44' 40'',,,2001,316928,6280,time
59,GUENNADI MIKHAILOV,66,LOTTO - ADECCO,88h 03' 51'',+ 01h 46' 23'',,,2001,317031,6383,time
60,MATTEO TOSATTO,49,FASSA BORTOLO,88h 07' 35'',+ 01h 50' 07'',,,2001,317255,6607,time
61,FÉLIX RAFEL CÁRDENAS RAVALO,152,KELME - COSTA BLANCA,88h 12' 53'',+ 01h 55' 25'',,,2001,317573,6925,time
62,MIKEL PRADERA,27,O.N.C.E. - EROSKI,88h 14' 37'',+ 01h 57' 09'',,,2001,317677,7029,time
63,INIGO CUESTA,73,COFIDIS . CREDIT PAR TELEPHONE,88h 15' 59'',+ 01h 58' 31'',,,2001,317759,7111,time
64,JOSÉ IVAN GUTIERREZ PALACIOS,25,O.N.C.E. - EROSKI,88h 16' 40'',+ 01h 59' 12'',,,2001,317800,7152,time
65,SYLVAIN CHAVANEL,164,BONJOUR,88h 17' 08'',+ 01h 59' 40'',,,2001,317828,7180,time
66,DANIEL SCHNIDER,188,FRANCAISE DES JEUX,88h 18' 11'',+ 02h 00' 43'',,,2001,317891,7243,time
67,MASSIMILIANO LELLI,75,COFIDIS . CREDIT PAR TELEPHONE,88h 18' 54'',+ 02h 01' 26'',,,2001,317934,7286,time
68,PIOTR WADECKI,199,DOMO - FARM FRITES,88h 19' 31'',+ 02h 02' 03'',,,2001,317971,7323,time
69,JON ODRIOZOLA,97,IBANESTO.COM,88h 22' 51'',+ 02h 05' 23'',,,2001,318171,7523,time
70,PAOLO BETTINI,83,MAPEI - QUICK STEP,88h 23' 06'',+ 02h 05' 38'',,,2001,318186,7538,time
71,GEORGE HINCAPIE,5,US POSTAL SERVICE,88h 23' 14'',+ 02h 05' 46'',,,2001,318194,7546,time
72,GEERT VERHEYEN,58,RABOBANK,88h 23' 21'',+ 02h 05' 53'',,,2001,318201,7553,time
73,HAIMAR ZUBELDIA,119,EUSKALTEL - EUSKADI,88h 23' 45'',+ 02h 06' 17'',,,2001,318225,7577,time
74,FRANCK BOUYER,163,BONJOUR,88h 24' 29'',+ 02h 07' 01'',,,2001,318269,7621,time
75,MAARTEN DEN BAKKER,55,RABOBANK,88h 25' 10'',+ 02h 07' 42'',,,2001,318310,7662,time
76,TONI TAULER,158,KELME - COSTA BLANCA,88h 25' 39'',+ 02h 08' 11'',,,2001,318339,7691,time
77,ALBERTO LOPEZ MUNAIN,118,EUSKALTEL - EUSKADI,88h 25' 47'',+ 02h 08' 19'',,,2001,318347,7699,time
78,LUDOVIC TURPIN,129,AG2R PREVOYANCE,88h 26' 49'',+ 02h 09' 21'',,,2001,318409,7761,time
79,VICTOR HUGO PENA,7,US POSTAL SERVICE,88h 27' 33'',+ 02h 10' 05'',,,2001,318453,7805,time
80,SVEN TEUTENBERG,39,FESTINA Watches,88h 28' 50'',+ 02h 11' 22'',,,2001,318530,7882,time
81,FABIO BALDATO,42,FASSA BORTOLO,88h 29' 18'',+ 02h 11' 50'',,,2001,318558,7910,time
82,VJATCESLAV EKIMOV,3,US POSTAL SERVICE,88h 34' 32'',+ 02h 17' 04'',,,2001,318872,8224,time
83,BRADLEY MC GEE,186,FRANCAISE DES JEUX,88h 35' 22'',+ 02h 17' 54'',,,2001,318922,8274,time
84,MICHAËL BLAUDZUN,132,CSC - TISCALI,88h 39' 56'',+ 02h 22' 28'',,,2001,319196,8548,time
85,SERGE BAGUET,63,LOTTO - ADECCO,88h 40' 18'',+ 02h 22' 50'',,,2001,319218,8570,time
86,JOSÉ ANGEL VIDAL,159,KELME - COSTA BLANCA,88h 40' 37'',+ 02h 23' 09'',,,2001,319237,8589,time
87,PASCAL LINO,36,FESTINA Watches,88h 41' 37'',+ 02h 24' 09'',,,2001,319297,8649,time
88,UNAI ETXEBARRIA,115,EUSKALTEL - EUSKADI,88h 43' 32'',+ 02h 26' 04'',,,2001,319412,8764,time
89,NICOLAS VOGONDY,189,FRANCAISE DES JEUX,88h 45' 05'',+ 02h 27' 37'',,,2001,319505,8857,time
90,SERVAIS KNAVEN,193,DOMO - FARM FRITES,88h 45' 19'',+ 02h 27' 51'',,,2001,319519,8871,time
91,ERIK DEKKER,54,RABOBANK,88h 46' 44'',+ 02h 29' 16'',,,2001,319604,8956,time
92,PAUL VAN HYFTE,68,LOTTO - ADECCO,88h 47' 25'',+ 02h 29' 57'',,,2001,319645,8997,time
93,MARC LOTZ,56,RABOBANK,88h 48' 30'',+ 02h 31' 02'',,,2001,319710,9062,time
94,TYLER HAMILTON,4,US POSTAL SERVICE,88h 49' 03'',+ 02h 31' 35'',,,2001,319743,9095,time
95,EDDY SEIGNEUR,148,JEAN DELATOUR,88h 51' 47'',+ 02h 34' 19'',,,2001,319907,9259,time
96,ERIK ZABEL,19,TEAM DEUTSCHE TELEKOM,88h 51' 56'',+ 02h 34' 28'',,,2001,319916,9268,time
97,ALESSANDRO PETACCHI,47,FASSA BORTOLO,88h 52' 36'',+ 02h 35' 08'',,,2001,319956,9308,time
98,NICO MATTAN,76,COFIDIS . CREDIT PAR TELEPHONE,88h 53' 07'',+ 02h 35' 39'',,,2001,319987,9339,time
99,NICOLA LODA,46,FASSA BORTOLO,88h 53' 19'',+ 02h 35' 51'',,,2001,319999,9351,time
100,FLORENT BRARD,32,FESTINA Watches,88h 54' 33'',+ 02h 37' 05'',,,2001,320073,9425,time
101,STEFFEN KJAERGAARD,6,US POSTAL SERVICE,88h 54' 52'',+ 02h 37' 24'',,,2001,320092,9444,time
102,CHRISTOPHE MENGIN,187,FRANCAISE DES JEUX,88h 57' 56'',+ 02h 40' 28'',,,2001,320276,9628,time
103,ANGEL CASTRESANA DEL VAL,112,EUSKALTEL - EUSKADI,89h 00' 09'',+ 02h 42' 41'',,,2001,320409,9761,time
104,ALEXEI SIVAKOV,208,BIG.MAT - AUBER 93,89h 00' 30'',+ 02h 43' 02'',,,2001,320430,9782,time
105,ELADIO JIMENEZ,95,IBANESTO.COM,89h 00' 36'',+ 02h 43' 08'',,,2001,320436,9788,time
106,JÉRÔME BERNARD,142,JEAN DELATOUR,89h 01' 37'',+ 02h 44' 09'',,,2001,320497,9849,time
107,ANTHONY MORIN,106,CREDIT AGRICOLE,89h 04' 16'',+ 02h 46' 48'',,,2001,320656,10008,time
108,SÉBASTIEN DEMARBAIX,126,AG2R PREVOYANCE,89h 04' 47'',+ 02h 47' 19'',,,2001,320687,10039,time
109,DAMIEN NAZON,165,BONJOUR,89h 05' 38'',+ 02h 48' 10'',,,2001,320738,10090,time
110,RAIVIS BELOHVOSCIKS,172,LAMPRE - DAIKIN,89h 05' 42'',+ 02h 48' 14'',,,2001,320742,10094,time
111,CHRISTOPHE ORIOL,146,JEAN DELATOUR,89h 06' 28'',+ 02h 49' 00'',,,2001,320788,10140,time
112,RIK VERBRUGGHE,61,LOTTO - ADECCO,89h 06' 45'',+ 02h 49' 17'',,,2001,320805,10157,time
113,EMMANUEL MAGNIEN,185,FRANCAISE DES JEUX,89h 07' 35'',+ 02h 50' 07'',,,2001,320855,10207,time
114,PASCAL CHANTEUR,34,FESTINA Watches,89h 07' 54'',+ 02h 50' 26'',,,2001,320874,10226,time
115,NICOLAS JALABERT,135,CSC - TISCALI,89h 07' 59'',+ 02h 50' 31'',,,2001,320879,10231,time
116,FRANCK RENIER,167,BONJOUR,89h 13' 28'',+ 02h 56' 00'',,,2001,321208,10560,time
117,JAKOB PIIL,137,CSC - TISCALI,89h 15' 34'',+ 02h 58' 06'',,,2001,321334,10686,time
118,FRANCISCO JAVIER CEREZO PERALES,133,CSC - TISCALI,89h 17' 25'',+ 02h 59' 57'',,,2001,321445,10797,time
119,FRÉDÉRIC BESSY,102,CREDIT AGRICOLE,89h 18' 30'',+ 03h 01' 02'',,,2001,321510,10862,time
120,CHRISTOPHE AGNOLUTTO,122,AG2R PREVOYANCE,89h 18' 52'',+ 03h 01' 24'',,,2001,321532,10884,time
121,GILLES MAIGNAN,128,AG2R PREVOYANCE,89h 18' 55'',+ 03h 01' 27'',,,2001,321535,10887,time
122,MARCELINO GARCIA,134,CSC - TISCALI,89h 22' 33'',+ 03h 05' 05'',,,2001,321753,11105,time
123,CHRISTOPHE CAPELLE,204,BIG.MAT - AUBER 93,89h 22' 40'',+ 03h 05' 12'',,,2001,321760,11112,time
124,FRÉDÉRIC GUESDON,184,FRANCAISE DES JEUX,89h 24' 40'',+ 03h 07' 12'',,,2001,321880,11232,time
125,MARCO SERPELLINI,171,LAMPRE - DAIKIN,89h 25' 15'',+ 03h 07' 47'',,,2001,321915,11267,time
126,SÉBASTIEN TALABARDON,209,BIG.MAT - AUBER 93,89h 26' 30'',+ 03h 09' 02'',,,2001,321990,11342,time
127,JACKY DURAND,183,FRANCAISE DES JEUX,89h 27' 26'',+ 03h 09' 58'',,,2001,322046,11398,time
128,MATTEO FRUTTI,175,LAMPRE - DAIKIN,89h 30' 29'',+ 03h 13' 01'',,,2001,322229,11581,time
129,JAN SVORADA,178,LAMPRE - DAIKIN,89h 35' 06'',+ 03h 17' 38'',,,2001,322506,11858,time
130,JOHAN VERSTREPEN,179,LAMPRE - DAIKIN,89h 38' 54'',+ 03h 21' 26'',,,2001,322734,12086,time
131,THIERRY GOUVENOU,205,BIG.MAT - AUBER 93,89h 41' 51'',+ 03h 24' 23'',,,2001,322911,12263,time
132,ROMANS VAINSTEINS,191,DOMO - FARM FRITES,89h 42' 24'',+ 03h 24' 56'',,,2001,322944,12296,time
133,LUDOVIC AUGER,203,BIG.MAT - AUBER 93,89h 43' 30'',+ 03h 26' 02'',,,2001,323010,12362,time
134,MAX VAN HEESWIJK,198,DOMO - FARM FRITES,89h 44' 50'',+ 03h 27' 22'',,,2001,323090,12442,time
135,STÉPHANE BERGES,123,AG2R PREVOYANCE,89h 47' 21'',+ 03h 29' 53'',,,2001,323241,12593,time
136,GUILLAUME AUGER,202,BIG.MAT - AUBER 93,89h 48' 12'',+ 03h 30' 44'',,,2001,323292,12644,time
137,SÉBASTIEN HINAULT,103,CREDIT AGRICOLE,89h 50' 49'',+ 03h 33' 21'',,,2001,323449,12801,time
138,OLIVIER PERRAUDEAU,166,BONJOUR,89h 55' 28'',+ 03h 38' 00'',,,2001,323728,13080,time
139,CHRISTOPHER JENNER,105,CREDIT AGRICOLE,89h 55' 49'',+ 03h 38' 21'',,,2001,323749,13101,time
140,RUBENS BERTOGLIATI,173,LAMPRE - DAIKIN,89h 56' 33'',+ 03h 39' 05'',,,2001,323793,13145,time
141,ROLF SORENSEN,139,CSC - TISCALI,89h 58' 04'',+ 03h 40' 36'',,,2001,323884,13236,time
142,DAVIDE BRAMATI,84,MAPEI - QUICK STEP,89h 58' 42'',+ 03h 41' 14'',,,2001,323922,13274,time
143,ENRICO CASSANI,192,DOMO - FARM FRITES,89h 59' 14'',+ 03h 41' 46'',,,2001,323954,13306,time
144,JIMMY CASPER,182,FRANCAISE DES JEUX,90h 09' 45'',+ 03h 52' 17'',,,2001,324585,13937,time
2,JOSEBA BELOKI,21,ONCE - EROSKI,82h 12' 29'',+ 00h 07' 17'',,,2002,295949,437,time
3,RAIMONDAS RUMSAS,158,LAMPRE - DAIKIN,82h 13' 29'',+ 00h 08' 17'',,,2002,296009,497,time
4,SANTIAGO BOTERO,32,KELME - COSTA BLANCA,82h 18' 22'',+ 00h 13' 10'',,,2002,296302,790,time
5,IGOR GONZALEZ GALDEANO,24,ONCE - EROSKI,82h 19' 06'',+ 00h 13' 54'',,,2002,296346,834,time
6,JOSÉ AZEVEDO,22,ONCE - EROSKI,82h 20' 56'',+ 00h 15' 44'',,,2002,296456,944,time
7,FRANCISCO MANCEBO,137,IBANESTO.COM,82h 21' 17'',+ 00h 16' 05'',,,2002,296477,965,time
9,ROBERTO HERAS,3,US POSTAL SERVICE,82h 22' 24'',+ 00h 17' 12'',,,2002,296544,1032,time
10,CARLOS SASTRE,57,TEAM CSC TISCALI,82h 24' 17'',+ 00h 19' 05'',,,2002,296657,1145,time
11,IVAN BASSO,81,FASSA BORTOLO,82h 24' 30'',+ 00h 19' 18'',,,2002,296670,1158,time
12,MICHAEL BOOGERD,102,RABOBANK,82h 25' 45'',+ 00h 20' 33'',,,2002,296745,1233,time
13,DAVID MONCOUTIE,48,COFIDIS CREDIT PAR TELEPHONE,82h 26' 20'',+ 00h 21' 08'',,,2002,296780,1268,time
14,MASSIMILIANO LELLI,45,COFIDIS CREDIT PAR TELEPHONE,82h 33' 03'',+ 00h 27' 51'',,,2002,297183,1671,time
15,TYLER HAMILTON,52,TEAM CSC TISCALI,82h 33' 48'',+ 00h 28' 36'',,,2002,297228,1716,time
16,RICHARD VIRENQUE,71,DOMO - FARM FRITES,82h 33' 54'',+ 00h 28' 42'',,,2002,297234,1722,time
17,STEPHANE GOUBERT,207,JEAN DELATOUR,82h 35' 03'',+ 00h 29' 51'',,,2002,297303,1791,time
18,UNAI OSA,138,IBANESTO.COM,82h 35' 29'',+ 00h 30' 17'',,,2002,297329,1817,time
19,NICOLAS VOGONDY,91,FDJeux.com,82h 37' 56'',+ 00h 32' 44'',,,2002,297476,1964,time
20,NICKI SORENSEN,58,TEAM CSC TISCALI,82h 38' 08'',+ 00h 32' 56'',,,2002,297488,1976,time
21,ANDREI KIVILEV,41,COFIDIS CREDIT PAR TELEPHONE,82h 38' 53'',+ 00h 33' 41'',,,2002,297533,2021,time
22,JOSÉ LUIS RUBIERA,9,US POSTAL SERVICE,82h 41' 55'',+ 00h 36' 43'',,,2002,297715,2203,time
23,IVAN GOTTI,195,ALESSIO,82h 45' 28'',+ 00h 40' 16'',,,2002,297928,2416,time
24,DARIUSZ BARANOWSKI,132,IBANESTO.COM,82h 48' 16'',+ 00h 43' 04'',,,2002,298096,2584,time
25,DARIO FRIGO,171,TACCONI SPORT,82h 48' 27'',+ 00h 43' 15'',,,2002,298107,2595,time
26,LAURENT BROCHARD,204,JEAN DELATOUR,82h 49' 14'',+ 00h 44' 02'',,,2002,298154,2642,time
27,BEAT ZBERG,109,RABOBANK,82h 49' 41'',+ 00h 44' 29'',,,2002,298181,2669,time
28,AXEL MERCKX,76,DOMO - FARM FRITES,82h 50' 51'',+ 00h 45' 39'',,,2002,298251,2739,time
29,JOSÉ ENRIQUE GUTIERREZ,35,KELME - COSTA BLANCA,82h 56' 11'',+ 00h 50' 59'',,,2002,298571,3059,time
30,ALEXANDRE BOTCHAROV,181,AG2R PREVOYANCE,82h 57' 04'',+ 00h 51' 52'',,,2002,298624,3112,time
31,JÖRG JAKSCHE,25,ONCE - EROSKI,83h 01' 17'',+ 00h 56' 05'',,,2002,298877,3365,time
32,JEAN-CYRIL ROBIN,99,FDJeux.com,83h 02' 47'',+ 00h 57' 35'',,,2002,298967,3455,time
33,MARCOS ANTONIO SERRANO RODRIGUEZ,29,ONCE - EROSKI,83h 06' 04'',+ 01h 00' 52'',,,2002,299164,3652,time
34,LAURENT LEFEVRE,208,JEAN DELATOUR,83h 12' 12'',+ 01h 07' 00'',,,2002,299532,4020,time
35,CHRISTOPHE BRANDT,144,LOTTO - ADECCO,83h 13' 02'',+ 01h 07' 50'',,,2002,299582,4070,time
36,SYLVAIN CHAVANEL,114,BONJOUR,83h 14' 38'',+ 01h 09' 26'',,,2002,299678,4166,time
37,BOBBY JULICH,17,TEAM TELEKOM,83h 18' 23'',+ 01h 13' 11'',,,2002,299903,4391,time
38,ISIDRO NOZAL,26,ONCE - EROSKI,83h 18' 39'',+ 01h 13' 27'',,,2002,299919,4407,time
39,HAIMAR ZUBELDIA,169,EUSKALTEL - EUSKADI,83h 20' 51'',+ 01h 15' 39'',,,2002,300051,4539,time
40,VOLODYMIR GUSTOV,84,FASSA BORTOLO,83h 22' 38'',+ 01h 17' 26'',,,2002,300158,4646,time
41,IÑIGO CHAURREAU,184,AG2R PREVOYANCE,83h 22' 49'',+ 01h 17' 37'',,,2002,300169,4657,time
42,LAURENT JALABERT,51,TEAM CSC TISCALI,83h 23' 00'',+ 01h 17' 48'',,,2002,300180,4668,time
43,PIOTR WADECKI,79,DOMO - FARM FRITES,83h 23' 24'',+ 01h 18' 12'',,,2002,300204,4692,time
44,MIGUEL MARTINEZ,126,MAPEI - QUICK STEP,83h 23' 54'',+ 01h 18' 42'',,,2002,300234,4722,time
45,WLADIMIR BELLI,83,FASSA BORTOLO,83h 24' 53'',+ 01h 19' 41'',,,2002,300293,4781,time
46,ROBERTO LAISEKA,166,EUSKALTEL - EUSKADI,83h 25' 20'',+ 01h 20' 08'',,,2002,300320,4808,time
47,MARZIO BRUSEGHIN,134,IBANESTO.COM,83h 32' 09'',+ 01h 26' 57'',,,2002,300729,5217,time
48,UDO BÖLTS,13,TEAM TELEKOM,83h 34' 44'',+ 01h 29' 32'',,,2002,300884,5372,time
49,INIGO CUESTA,43,COFIDIS CREDIT PAR TELEPHONE,83h 35' 11'',+ 01h 29' 59'',,,2002,300911,5399,time
50,MARIO AERTS,142,LOTTO - ADECCO,83h 36' 29'',+ 01h 31' 17'',,,2002,300989,5477,time
51,GRISCHA NIERMANN,107,RABOBANK,83h 38' 15'',+ 01h 33' 03'',,,2002,301095,5583,time
52,PATRICE HALGAND,201,JEAN DELATOUR,83h 40' 50'',+ 01h 35' 38'',,,2002,301250,5738,time
53,ANDREA PERON,53,TEAM CSC TISCALI,83h 44' 54'',+ 01h 39' 42'',,,2002,301494,5982,time
54,MARCO VELO,89,FASSA BORTOLO,83h 44' 58'',+ 01h 39' 46'',,,2002,301498,5986,time
55,CÉDRIC VASSEUR,49,COFIDIS CREDIT PAR TELEPHONE,83h 46' 04'',+ 01h 40' 52'',,,2002,301564,6052,time
56,KEVIN LIVINGSTON,18,TEAM TELEKOM,83h 50' 03'',+ 01h 44' 51'',,,2002,301803,6291,time
57,SANTIAGO BLANCO,133,IBANESTO.COM,83h 50' 21'',+ 01h 45' 09'',,,2002,301821,6309,time
58,VJATCESLAV EKIMOV,2,US POSTAL SERVICE,83h 51' 03'',+ 01h 45' 51'',,,2002,301863,6351,time
59,GEORGE HINCAPIE,4,US POSTAL SERVICE,83h 52' 47'',+ 01h 47' 35'',,,2002,301967,6455,time
60,DAVID ETXEBARRIA,161,EUSKALTEL - EUSKADI,83h 53' 31'',+ 01h 48' 19'',,,2002,302011,6499,time
61,FLOYD LANDIS,6,US POSTAL SERVICE,83h 53' 43'',+ 01h 48' 31'',,,2002,302023,6511,time
62,LASZLO BODROGI,122,MAPEI - QUICK STEP,83h 55' 17'',+ 01h 50' 05'',,,2002,302117,6605,time
63,GERHARD TRAMPUSCH,129,MAPEI - QUICK STEP,83h 56' 42'',+ 01h 51' 30'',,,2002,302202,6690,time
64,SERHIY HONCHAR,85,FASSA BORTOLO,83h 58' 11'',+ 01h 52' 59'',,,2002,302291,6779,time
65,TOMAS KONECNY,75,DOMO - FARM FRITES,83h 58' 38'',+ 01h 53' 26'',,,2002,302318,6806,time
