,Rank,Rider,Team,Times,Gap,B,P,Year,Distance (km),Number of stages,TotalSeconds,GapSeconds,ResultType
5812,59,PAOLO LANFRANCHI,MAPEI-GB,97h 51' 58'',+ 01h 54' 42'',,,1996,3765,22,352318,6882,time
5813,60,FLAVIO VANZELLA,MOTOROLA,97h 52' 08'',+ 01h 54' 52'',,,1996,3765,22,352328,6892,time
5814,61,MASSIMO PODENZANA,CARRERA BLUE JEANS-LONGONI,97h 52' 34'',+ 01h 55' 18'',,,1996,3765,22,352354,6918,time
5815,62,THIERRY BOURGUIGNON,AUBERVILLIERS 93-PEUGEOT,97h 53' 54'',+ 01h 56' 38'',,,1996,3765,22,352434,6998,time
5816,63,FABIO BALDATO,MG-TECHNOGYM,97h 54' 24'',+ 01h 57' 08'',,,1996,3765,22,352464,7028,time
5817,64,MAARTEN DEN BAKKER,TVM,97h 55' 41'',+ 01h 58' 25'',,,1996,3765,22,352541,7105,time
5818,65,MARCELLO SIBONI,CARRERA BLUE JEANS-LONGONI,97h 58' 08'',+ 02h 00' 52'',,,1996,3765,22,352688,7252,time
5819,66,MARINO ALONSO,BANESTO,97h 58' 11'',+ 02h 00' 55'',,,1996,3765,22,352691,7255,time
5820,67,JEAN-PIERRE BOURGEOT,AGRIGEL-LA CREUSE-FENIOUX,97h 58' 38'',+ 02h 01' 22'',,,1996,3765,22,352718,7282,time
5821,68,WLADIMIR BELLI,CERAMICHE PANARIA-VINAVIL,97h 58' 58'',+ 02h 01' 42'',,,1996,3765,22,352738,7302,time
5822,69,CÉDRIC VASSEUR,GAN,97h 59' 21'',+ 02h 02' 05'',,,1996,3765,22,352761,7325,time
5823,70,MASSIMO DONATI,SAECO,98h 00' 09'',+ 02h 02' 53'',,,1996,3765,22,352809,7373,time
5824,71,JOSÉ JOAQUIM CASTELBLANCO,KELME-ARTIACH-COSTA BLANCA,98h 00' 17'',+ 02h 03' 01'',,,1996,3765,22,352817,7381,time
5825,72,MARCO SALIGARI,MG-TECHNOGYM,98h 00' 25'',+ 02h 03' 09'',,,1996,3765,22,352825,7389,time
5826,73,MARCO ZEN,ROSLOTTO-ZG MOBILI,98h 01' 19'',+ 02h 04' 03'',,,1996,3765,22,352879,7443,time
5827,74,ERIK DEKKER,RABOBANK,98h 02' 19'',+ 02h 05' 03'',,,1996,3765,22,352939,7503,time
5828,75,CHRISTOPHE MOREAU,FESTINA,98h 04' 36'',+ 02h 07' 20'',,,1996,3765,22,353076,7640,time
5829,76,CHRISTIAN HENN,TEAM DEUTSCHE TELEKOM,98h 04' 49'',+ 02h 07' 33'',,,1996,3765,22,353089,7653,time
5830,77,ANDREI TCHMIL,LOTTO-ISOGLASS,98h 06' 54'',+ 02h 09' 38'',,,1996,3765,22,353214,7778,time
5831,78,DJAMOLIDINE ABDOUJAPAROV,CERAMICHE REFIN-MOBILVETTA,98h 07' 18'',+ 02h 10' 02'',,,1996,3765,22,353238,7802,time
5832,79,PAOLO FORNACIARI,SAECO,98h 07' 20'',+ 02h 10' 04'',,,1996,3765,22,353240,7804,time
5833,80,BRUNO BOSCARDIN,FESTINA,98h 07' 28'',+ 02h 10' 12'',,,1996,3765,22,353248,7812,time
5834,81,JUAN-CÉSAR AGUIRE,KELME-ARTIACH-COSTA BLANCA,98h 07' 39'',+ 02h 10' 23'',,,1996,3765,22,353259,7823,time
5835,82,ERIK ZABEL,TEAM DEUTSCHE TELEKOM,98h 07' 42'',+ 02h 10' 26'',,,1996,3765,22,353262,7826,time
5836,83,ROLF ALDAG,TEAM DEUTSCHE TELEKOM,98h 09' 32'',+ 02h 12' 16'',,,1996,3765,22,353372,7936,time
5837,84,DANNY NELISSEN,RABOBANK,98h 09' 41'',+ 02h 12' 25'',,,1996,3765,22,353381,7945,time
5838,85,OSCAR PELLICIOLI,CARRERA BLUE JEANS-LONGONI,98h 10' 30'',+ 02h 13' 14'',,,1996,3765,22,353430,7994,time
5839,86,FRANÇOIS SIMON,GAN,98h 13' 35'',+ 02h 16' 19'',,,1996,3765,22,353615,8179,time
5840,87,SERGEI USLAMINE,CERAMICHE REFIN-MOBILVETTA,98h 13' 46'',+ 02h 16' 30'',,,1996,3765,22,353626,8190,time
5841,88,JENS HEPPNER,TEAM DEUTSCHE TELEKOM,98h 14' 33'',+ 02h 17' 17'',,,1996,3765,22,353673,8237,time
5842,89,FEDERICO MUNOZ,KELME-ARTIACH-COSTA BLANCA,98h 14' 41'',+ 02h 17' 25'',,,1996,3765,22,353681,8245,time
5843,90,ROLF JAERMANN,MG-TECHNOGYM,98h 17' 44'',+ 02h 20' 28'',,,1996,3765,22,353864,8428,time
5844,91,FRANÇOIS LEMARCHAND,GAN,98h 18' 31'',+ 02h 21' 15'',,,1996,3765,22,353911,8475,time
5845,92,JOSÉ-RAMON URIARTE,BANESTO,98h 21' 15'',+ 02h 23' 59'',,,1996,3765,22,354075,8639,time
5846,93,MARIANO PICCOLI,BRESCIALAT,98h 21' 45'',+ 02h 24' 29'',,,1996,3765,22,354105,8669,time
5847,94,CRISTIAN SALVATO,CERAMICHE REFIN-MOBILVETTA,98h 24' 15'',+ 02h 26' 59'',,,1996,3765,22,354255,8819,time
5848,95,JOHAN MUSEEUW,MAPEI-GB,98h 26' 18'',+ 02h 29' 02'',,,1996,3765,22,354378,8942,time
5849,96,CHEPE GONZALEZ PICO,KELME-ARTIACH-COSTA BLANCA,98h 26' 29'',+ 02h 29' 13'',,,1996,3765,22,354389,8953,time
5850,97,ROSSANO BRASI,TEAM POLTI,98h 27' 36'',+ 02h 30' 20'',,,1996,3765,22,354456,9020,time
5851,98,FABIO ROSCIOLI,CERAMICHE REFIN-MOBILVETTA,98h 28' 22'',+ 02h 31' 06'',,,1996,3765,22,354502,9066,time
5852,99,BART VOSKAMP,TVM,98h 28' 47'',+ 02h 31' 31'',,,1996,3765,22,354527,9091,time
5853,100,FRANCESCO FRATTINI,GEWISS-PLAYBUS,98h 29' 22'',+ 02h 32' 06'',,,1996,3765,22,354562,9126,time
5854,101,SCOTT SUNDERLAND,LOTTO-ISOGLASS,98h 30' 10'',+ 02h 32' 54'',,,1996,3765,22,354610,9174,time
5855,102,FRANCISCO CABELLO,KELME-ARTIACH-COSTA BLANCA,98h 33' 38'',+ 02h 36' 22'',,,1996,3765,22,354818,9382,time
5856,103,CHRISTIANO FRATTINI,BRESCIALAT,98h 35' 12'',+ 02h 37' 56'',,,1996,3765,22,354912,9476,time
5857,104,THIERRY LAURENT,AGRIGEL-LA CREUSE-FENIOUX,98h 35' 13'',+ 02h 37' 57'',,,1996,3765,22,354913,9477,time
5858,105,OMAR PUMAR,BRESCIALAT,98h 35' 26'',+ 02h 38' 10'',,,1996,3765,22,354926,9490,time
5859,106,FRÉDÉRIC MONCASSIN,GAN,98h 36' 13'',+ 02h 38' 57'',,,1996,3765,22,354973,9537,time
5860,107,BRIAN HOLM,TEAM DEUTSCHE TELEKOM,98h 37' 07'',+ 02h 39' 51'',,,1996,3765,22,355027,9591,time
5861,108,FRÉDÉRIC GUESDON,TEAM POLTI,98h 40' 05'',+ 02h 42' 49'',,,1996,3765,22,355205,9769,time
5862,109,JOSÉ ANGEL VIDAL,KELME-ARTIACH-COSTA BLANCA,98h 40' 14'',+ 02h 42' 58'',,,1996,3765,22,355214,9778,time
5863,110,WILFRIED PEETERS,MAPEI-GB,98h 44' 03'',+ 02h 46' 47'',,,1996,3765,22,355443,10007,time
5864,111,FRANKIE ANDREU,MOTOROLA,98h 46' 02'',+ 02h 48' 46'',,,1996,3765,22,355562,10126,time
5865,112,ALESSANDRO BARONTI,CERAMICHE PANARIA-VINAVIL,98h 49' 53'',+ 02h 52' 37'',,,1996,3765,22,355793,10357,time
5866,113,TOBIAS STEINHAUSER,CERAMICHE REFIN-MOBILVETTA,98h 51' 50'',+ 02h 54' 34'',,,1996,3765,22,355910,10474,time
5867,114,THIERRY GOUVENOU,AUBERVILLIERS 93-PEUGEOT,98h 51' 51'',+ 02h 54' 35'',,,1996,3765,22,355911,10475,time
5868,115,JACKY DURAND,AGRIGEL-LA CREUSE-FENIOUX,98h 51' 55'',+ 02h 54' 39'',,,1996,3765,22,355915,10479,time
5869,116,PETER VAN PETEGEM,TVM,98h 53' 26'',+ 02h 56' 10'',,,1996,3765,22,356006,10570,time
5870,117,DARIO BOTTARO,GEWISS-PLAYBUS,98h 53' 54'',+ 02h 56' 38'',,,1996,3765,22,356034,10598,time
5871,118,GILLES TALMANT,AUBERVILLIERS 93-PEUGEOT,98h 54' 51'',+ 02h 57' 35'',,,1996,3765,22,356091,10655,time
5872,119,GERRIT DE VRIES,TEAM POLTI,99h 02' 01'',+ 03h 04' 45'',,,1996,3765,22,356521,11085,time
5873,120,PAUL VAN HYFTE,LOTTO-ISOGLASS,99h 03' 59'',+ 03h 06' 43'',,,1996,3765,22,356639,11203,time
5874,121,IVAN CERIOLI,GEWISS-PLAYBUS,99h 05' 06'',+ 03h 07' 50'',,,1996,3765,22,356706,11270,time
5875,122,PETER FARAZIJN,LOTTO-ISOGLASS,99h 11' 22'',+ 03h 14' 06'',,,1996,3765,22,357082,11646,time
5876,123,NICO MATTAN,LOTTO-ISOGLASS,99h 12' 05'',+ 03h 14' 49'',,,1996,3765,22,357125,11689,time
5877,124,MARC WAUTERS,LOTTO-ISOGLASS,99h 13' 02'',+ 03h 15' 46'',,,1996,3765,22,357182,11746,time
5878,125,MARIO CHIESA,CARRERA BLUE JEANS-LONGONI,99h 15' 18'',+ 03h 18' 02'',,,1996,3765,22,357318,11882,time
5879,126,SIMONE BIASCI,SAECO,99h 19' 32'',+ 03h 22' 16'',,,1996,3765,22,357572,12136,time
5880,127,EROS POLI,SAECO,99h 31' 54'',+ 03h 34' 38'',,,1996,3765,22,358314,12878,time
5881,128,JEROEN BLIJLEVENS,TVM,99h 32' 28'',+ 03h 35' 12'',,,1996,3765,22,358348,12912,time
5882,129,JEAN-LUC MASDUPUY,AGRIGEL-LA CREUSE-FENIOUX,99h 37' 08'',+ 03h 39' 52'',,,1996,3765,22,358628,13192,time
5883,1,JAN ULLRICH,TEAM DEUTSCHE TELEKOM,100h 30' 35'',-,,,1997,3950,22,361835,0,time
5884,2,RICHARD VIRENQUE,FESTINA Watches,100h 39' 44'',+ 00h 09' 09'',,,1997,3950,22,362384,549,time
5885,3,MARCO PANTANI,MERCATONE-UNO,00h 23' 12'',+ 00h 14' 03'',,,1997,3950,22,362678,843,time
5886,4,ABRAHAM OLANO,BANESTO,00h 25' 04'',+ 00h 15' 55'',,,1997,3950,22,362790,955,time
5887,5,FERNANDO ESCARTIN,KELME-COSTA BLANCA-EUROSPORT,00h 29' 41'',+ 00h 20' 32'',,,1997,3950,22,363067,1232,time
5888,6,FRANCESCO CASAGRANDE,SAECO-ESTRO,00h 31' 56'',+ 00h 22' 47'',,,1997,3950,22,363202,1367,time
5889,7,BJARNE RIIS,TEAM DEUTSCHE TELEKOM,00h 35' 43'',+ 00h 26' 34'',,,1997,3950,22,363429,1594,time
5890,8,JOSÉ MARIA JIMENEZ,BANESTO,00h 40' 26'',+ 00h 31' 17'',,,1997,3950,22,363712,1877,time
5891,9,LAURENT DUFAUX,FESTINA Watches,00h 41' 04'',+ 00h 31' 55'',,,1997,3950,22,363750,1915,time
5892,10,ROBERTO CONTI,MERCATONE-UNO,00h 41' 35'',+ 00h 32' 26'',,,1997,3950,22,363781,1946,time
5893,11,BEAT ZBERG,MERCATONE-UNO,00h 44' 50'',+ 00h 35' 41'',,,1997,3950,22,363976,2141,time
5894,12,OSCAR CAMENZIND,MAPEI-GB,00h 45' 01'',+ 00h 35' 52'',,,1997,3950,22,363987,2152,time
5895,13,PETER LÜTTENBERGER,RABOBANK,00h 54' 48'',+ 00h 45' 39'',,,1997,3950,22,364574,2739,time
5896,14,MANUEL BELTRAN,BANESTO,00h 58' 43'',+ 00h 49' 34'',,,1997,3950,22,364809,2974,time
5897,15,JEAN-CYRIL ROBIN,U.S POSTAL SERVICE,01h 07' 44'',+ 00h 58' 35'',,,1997,3950,22,365350,3515,time
5898,16,MICHAEL BOOGERD,RABOBANK,01h 09' 42'',+ 01h 00' 33'',,,1997,3950,22,365468,3633,time
5899,17,BOBBY JULICH,COFIDIS,01h 10' 19'',+ 01h 01' 10'',,,1997,3950,22,365505,3670,time
5900,18,DANIELE NARDELLO,MAPEI-GB,01h 10' 39'',+ 01h 01' 30'',,,1997,3950,22,365525,3690,time
5901,19,CHRISTOPHE MOREAU,FESTINA Watches,01h 11' 57'',+ 01h 02' 48'',,,1997,3950,22,365603,3768,time
5902,20,STÉPHANE HEULOT,LA FRANCAISE DES JEUX,01h 15' 22'',+ 01h 06' 13'',,,1997,3950,22,365808,3973,time
5903,21,UDO BÖLTS,TEAM DEUTSCHE TELEKOM,01h 18' 11'',+ 01h 09' 02'',,,1997,3950,22,365977,4142,time
5904,22,HERNÁN BUENAHORA GUTIERREZ,KELME-COSTA BLANCA-EUROSPORT,01h 22' 57'',+ 01h 13' 48'',,,1997,3950,22,366263,4428,time
5905,23,LAURENT ROUX,TVM,01h 26' 53'',+ 01h 17' 44'',,,1997,3950,22,366499,4664,time
5906,24,MASSIMO PODENZANA,MERCATONE-UNO,01h 30' 05'',+ 01h 20' 56'',,,1997,3950,22,366691,4856,time
5907,25,LAURENT MADOUAS,LOTTO-MOBISTAR-ISOGLASS,01h 34' 07'',+ 01h 24' 58'',,,1997,3950,22,366933,5098,time
5908,26,PASCAL CHANTEUR,"CASINO ""C'est votre équipe""",01h 34' 57'',+ 01h 25' 48'',,,1997,3950,22,366983,5148,time
5909,27,SANTIAGO BLANCO,BANESTO,01h 38' 27'',+ 01h 29' 18'',,,1997,3950,22,367193,5358,time
5910,28,THIERRY BOURGUIGNON,BIG.MAT-AUBER 93,01h 38' 44'',+ 01h 29' 35'',,,1997,3950,22,367210,5375,time
5911,29,ANGEL CASERO MORENO,BANESTO,01h 44' 20'',+ 01h 35' 11'',,,1997,3950,22,367546,5711,time
5912,30,ALBERTO ELLI,"CASINO ""C'est votre équipe""",01h 46' 32'',+ 01h 37' 23'',,,1997,3950,22,367678,5843,time
5913,31,LAURENT BROCHARD,FESTINA Watches,01h 48' 24'',+ 01h 39' 15'',,,1997,3950,22,367790,5955,time
5914,32,FRANÇOIS SIMON,GAN,01h 49' 49'',+ 01h 40' 40'',,,1997,3950,22,367875,6040,time
5915,33,ORLANDO RODRIGUES,BANESTO,01h 51' 42'',+ 01h 42' 33'',,,1997,3950,22,367988,6153,time
5916,34,GEORG TOTSCHNIG,TEAM DEUTSCHE TELEKOM,01h 51' 58'',+ 01h 42' 49'',,,1997,3950,22,368004,6169,time
5917,35,JOONA LAUKKA,FESTINA Watches,01h 52' 14'',+ 01h 43' 05'',,,1997,3950,22,368020,6185,time
5918,36,PASCAL HERVE,FESTINA Watches,01h 53' 13'',+ 01h 44' 04'',,,1997,3950,22,368079,6244,time
5919,37,JAVIER PASCUAL,KELME-COSTA BLANCA-EUROSPORT,01h 55' 01'',+ 01h 45' 52'',,,1997,3950,22,368187,6352,time
5920,38,KEVIN LIVINGSTON,COFIDIS,01h 55' 32'',+ 01h 46' 23'',,,1997,3950,22,368218,6383,time
5921,39,PETER FARAZIJN,LOTTO-MOBISTAR-ISOGLASS,01h 57' 03'',+ 01h 47' 54'',,,1997,3950,22,368309,6474,time
5922,40,CÉDRIC VASSEUR,GAN,02h 03' 11'',+ 01h 54' 02'',,,1997,3950,22,368677,6842,time
5923,41,MARCELLO SIBONI,MERCATONE-UNO,02h 05' 14'',+ 01h 56' 05'',,,1997,3950,22,368800,6965,time
5924,42,FABRICE GOUGOT,"CASINO ""C'est votre équipe""",02h 05' 24'',+ 01h 56' 15'',,,1997,3950,22,368810,6975,time
5925,43,LAURENT JALABERT,ONCE,02h 07' 41'',+ 01h 58' 32'',,,1997,3950,22,368947,7112,time
5926,44,VJATCESLAV EKIMOV,U.S POSTAL SERVICE,02h 10' 32'',+ 02h 01' 23'',,,1997,3950,22,369118,7283,time
5927,45,DIDIER ROUS,FESTINA Watches,02h 10' 55'',+ 02h 01' 46'',,,1997,3950,22,369141,7306,time
5928,46,GIANLUCA BORTOLAMI,FESTINA Watches,02h 12' 44'',+ 02h 03' 35'',,,1997,3950,22,369250,7415,time
5929,47,MASSIMILIANO LELLI,SAECO-ESTRO,02h 14' 35'',+ 02h 05' 26'',,,1997,3950,22,369361,7526,time
5930,48,CHRISTOPHE MENGIN,LA FRANCAISE DES JEUX,02h 16' 06'',+ 02h 06' 57'',,,1997,3950,22,369452,7617,time
5931,49,PETER MEINERT-NIELSEN,U.S POSTAL SERVICE,02h 16' 47'',+ 02h 07' 38'',,,1997,3950,22,369493,7658,time
5932,50,FRANK VANDENBROUCKE,MAPEI-GB,02h 18' 43'',+ 02h 09' 34'',,,1997,3950,22,369609,7774,time
5933,51,ROLF ALDAG,TEAM DEUTSCHE TELEKOM,02h 19' 45'',+ 02h 10' 36'',,,1997,3950,22,369671,7836,time
5934,52,ERIK BREUKINK,RABOBANK,02h 22' 53'',+ 02h 13' 44'',,,1997,3950,22,369859,8024,time
5935,53,GIUSEPPE GUERINI,Team POLTI,02h 23' 30'',+ 02h 14' 21'',,,1997,3950,22,369896,8061,time
5936,54,NEIL STEPHENS,FESTINA Watches,02h 32' 49'',+ 02h 23' 40'',,,1997,3950,22,370455,8620,time
5937,55,JOSÉ DE LOS ANGELES,KELME-COSTA BLANCA-EUROSPORT,02h 33' 21'',+ 02h 24' 12'',,,1997,3950,22,370487,8652,time
5938,56,ANDREA PERON,LA FRANCAISE DES JEUX,02h 33' 57'',+ 02h 24' 48'',,,1997,3950,22,370523,8688,time
5939,57,ANDREA TAFI,MAPEI-GB,02h 35' 02'',+ 02h 25' 53'',,,1997,3950,22,370588,8753,time
5940,58,DAVIDE REBELLIN,LA FRANCAISE DES JEUX,02h 39' 03'',+ 02h 29' 54'',,,1997,3950,22,370829,8994,time
5941,59,ZENON JASKULA,MAPEI-GB,02h 39' 24'',+ 02h 30' 15'',,,1997,3950,22,370850,9015,time
5942,60,JENS HEPPNER,TEAM DEUTSCHE TELEKOM,02h 40' 21'',+ 02h 31' 12'',,,1997,3950,22,370907,9072,time
5943,61,MARINO ALONSO,BANESTO,02h 41' 34'',+ 02h 32' 25'',,,1997,3950,22,370980,9145,time
5944,62,PATRICK JONKER,RABOBANK,02h 42' 47'',+ 02h 33' 38'',,,1997,3950,22,371053,9218,time
5945,63,AITOR GARMENDIA,ONCE,02h 44' 39'',+ 02h 35' 30'',,,1997,3950,22,371165,9330,time
5946,64,MAARTEN DEN BAKKER,TVM,02h 47' 39'',+ 02h 38' 30'',,,1997,3950,22,371345,9510,time
5947,65,JON ODRIOZOLA,BATIK-DEL MONTE,02h 49' 17'',+ 02h 40' 08'',,,1997,3950,22,371443,9608,time
5948,66,ERIK ZABEL,TEAM DEUTSCHE TELEKOM,02h 50' 25'',+ 02h 41' 16'',,,1997,3950,22,371511,9676,time
5949,67,MAXIMILIAN SCIANDRI,LA FRANCAISE DES JEUX,02h 51' 33'',+ 02h 42' 24'',,,1997,3950,22,371579,9744,time
5950,68,ROLF SORENSEN,RABOBANK,02h 52' 56'',+ 02h 43' 47'',,,1997,3950,22,371662,9827,time
5951,69,TYLER HAMILTON,U.S POSTAL SERVICE,02h 57' 00'',+ 02h 47' 51'',,,1997,3950,22,371906,10071,time
5952,70,INIGO CUESTA,ONCE,02h 59' 11'',+ 02h 50' 02'',,,1997,3950,22,372037,10202,time
5953,71,FRANCISCO BENITEZ,KELME-COSTA BLANCA-EUROSPORT,03h 02' 46'',+ 02h 53' 37'',,,1997,3950,22,372252,10417,time
5954,72,DANIELE SGNAOLIN,ROSLOTTO-ZG MOBILI,03h 03' 09'',+ 02h 54' 00'',,,1997,3950,22,372275,10440,time
5955,73,MARCO ZEN,ROSLOTTO-ZG MOBILI,03h 03' 38'',+ 02h 54' 29'',,,1997,3950,22,372304,10469,time
5956,74,GIORGIO FURLAN,SAECO-ESTRO,03h 05' 30'',+ 02h 56' 21'',,,1997,3950,22,372416,10581,time
5957,75,JOSÉ LUIS ARRIETA,BANESTO,03h 06' 13'',+ 02h 57' 04'',,,1997,3950,22,372459,10624,time
5958,76,MIGUEL ARROYO,BIG.MAT-AUBER 93,03h 13' 14'',+ 03h 04' 05'',,,1997,3950,22,372880,11045,time
5959,77,JOSÉ ANGEL VIDAL,KELME-COSTA BLANCA-EUROSPORT,03h 13' 36'',+ 03h 04' 27'',,,1997,3950,22,372902,11067,time
5960,78,ROBERTO SIERRA,ONCE,03h 14' 07'',+ 03h 04' 58'',,,1997,3950,22,372933,11098,time
5961,79,FRANKIE ANDREU,COFIDIS,03h 14' 09'',+ 03h 05' 00'',,,1997,3950,22,372935,11100,time
5962,80,OSCAR PELLICIOLI,MERCATONE-UNO,03h 16' 18'',+ 03h 07' 09'',,,1997,3950,22,373064,11229,time
5963,81,ERIK DEKKER,RABOBANK,03h 16' 26'',+ 03h 07' 17'',,,1997,3950,22,373072,11237,time
5964,82,JESPER SKIBBY,TVM,03h 16' 59'',+ 03h 07' 50'',,,1997,3950,22,373105,11270,time
5965,83,DOMINIQUE RAULT,LA MUTUELLE DE SEINE ET MARNE,03h 19' 07'',+ 03h 09' 58'',,,1997,3950,22,373233,11398,time
5966,84,CHRISTIAN HENN,TEAM DEUTSCHE TELEKOM,03h 19' 10'',+ 03h 10' 01'',,,1997,3950,22,373236,11401,time
5967,85,FRANCISCO JAVIER MAULEON,ONCE,03h 20' 09'',+ 03h 11' 00'',,,1997,3950,22,373295,11460,time
5968,86,GIANLUCA VALOTI,Team POLTI,03h 21' 06'',+ 03h 11' 57'',,,1997,3950,22,373352,11517,time
5969,87,DARIUSZ BARANOWSKI,U.S POSTAL SERVICE,03h 21' 54'',+ 03h 12' 45'',,,1997,3950,22,373400,11565,time
5970,88,THIERRY GOUVENOU,BIG.MAT-AUBER 93,03h 22' 01'',+ 03h 12' 52'',,,1997,3950,22,373407,11572,time
5971,89,WILFRIED PEETERS,MAPEI-GB,03h 22' 42'',+ 03h 13' 33'',,,1997,3950,22,373448,11613,time
5972,90,PAUL VAN HYFTE,LOTTO-MOBISTAR-ISOGLASS,03h 27' 20'',+ 03h 18' 11'',,,1997,3950,22,373726,11891,time
5973,91,MARCO ARTUNGHI,MERCATONE-UNO,03h 27' 38'',+ 03h 18' 29'',,,1997,3950,22,373744,11909,time
5974,92,IÑIGO CHAURREAU,Team POLTI,03h 29' 37'',+ 03h 20' 28'',,,1997,3950,22,373863,12028,time
5975,93,ARTURAS KASPUTIS,"CASINO ""C'est votre équipe""",03h 31' 10'',+ 03h 22' 01'',,,1997,3950,22,373956,12121,time
5976,94,CHRISTOPHE AGNOLUTTO,"CASINO ""C'est votre équipe""",03h 32' 06'',+ 03h 22' 57'',,,1997,3950,22,374012,12177,time
5977,95,MARCO SALIGARI,"CASINO ""C'est votre équipe""",03h 32' 45'',+ 03h 23' 36'',,,1997,3950,22,374051,12216,time
5978,96,MARTY JEMISON,U.S POSTAL SERVICE,03h 34' 30'',+ 03h 25' 21'',,,1997,3950,22,374156,12321,time
5979,97,GIUSEPPE TARTAGGIA,BATIK-DEL MONTE,03h 35' 03'',+ 03h 25' 54'',,,1997,3950,22,374189,12354,time
5980,98,BART VOSKAMP,TVM,03h 35' 36'',+ 03h 26' 27'',,,1997,3950,22,374222,12387,time
5981,99,HENK VOGELS,GAN,03h 35' 55'',+ 03h 26' 46'',,,1997,3950,22,374241,12406,time
5982,100,MARIO TRAVERSONI,MERCATONE-UNO,03h 36' 39'',+ 03h 27' 30'',,,1997,3950,22,374285,12450,time
5983,101,LAURENT GENTY,BIG.MAT-AUBER 93,03h 37' 05'',+ 03h 27' 56'',,,1997,3950,22,374311,12476,time
5984,102,PETER VAN PETEGEM,TVM,03h 38' 29'',+ 03h 29' 20'',,,1997,3950,22,374395,12560,time
5985,103,GIAN MATTEO FAGNINI,SAECO-ESTRO,03h 38' 43'',+ 03h 29' 34'',,,1997,3950,22,374409,12574,time
5986,104,GEORGE HINCAPIE,U.S POSTAL SERVICE,03h 40' 17'',+ 03h 31' 08'',,,1997,3950,22,374503,12668,time
5987,105,ARNAUD PRETOT,GAN,03h 41' 16'',+ 03h 32' 07'',,,1997,3950,22,374562,12727,time
5988,106,FLAVIO VANZELLA,LA FRANCAISE DES JEUX,03h 42' 01'',+ 03h 32' 52'',,,1997,3950,22,374607,12772,time
5989,107,SERVAIS KNAVEN,TVM,03h 44' 01'',+ 03h 34' 52'',,,1997,3950,22,374727,12892,time
5990,108,FRANCISCO CABELLO,KELME-COSTA BLANCA-EUROSPORT,03h 44' 51'',+ 03h 35' 42'',,,1997,3950,22,374777,12942,time
5991,109,STUART O'GRADY,GAN,03h 45' 05'',+ 03h 35' 56'',,,1997,3950,22,374791,12956,time
5992,110,NICOLA LODA,MG.TECHNOGYM,03h 48' 19'',+ 03h 39' 10'',,,1997,3950,22,374985,13150,time
5993,111,FRÉDÉRIC GUESDON,LA FRANCAISE DES JEUX,03h 50' 13'',+ 03h 41' 04'',,,1997,3950,22,375099,13264,time
5994,112,BRUNO CENGHIALTA,BATIK-DEL MONTE,03h 50' 15'',+ 03h 41' 06'',,,1997,3950,22,375101,13266,time
5995,113,SERGUEI OUTSCHAKOV,Team POLTI,03h 51' 57'',+ 03h 42' 48'',,,1997,3950,22,375203,13368,time
5996,114,FRÉDÉRIC MONCASSIN,GAN,03h 54' 12'',+ 03h 45' 03'',,,1997,3950,22,375338,13503,time
5997,115,CHRISTOPHE RINERO,COFIDIS,03h 54' 23'',+ 03h 45' 14'',,,1997,3950,22,375349,13514,time
5998,116,GILBERTO SIMONI,MG.TECHNOGYM,03h 54' 42'',+ 03h 45' 33'',,,1997,3950,22,375368,13533,time
5999,117,ROBBIE MC EWEN,RABOBANK,03h 54' 56'',+ 03h 45' 47'',,,1997,3950,22,375382,13547,time
6000,118,GIOVANNI LOMBARDI,TEAM DEUTSCHE TELEKOM,03h 55' 08'',+ 03h 45' 59'',,,1997,3950,22,375394,13559,time
6001,119,ADRIANO BAFFI,U.S POSTAL SERVICE,03h 56' 04'',+ 03h 46' 55'',,,1997,3950,22,375450,13615,time
6002,120,LUCA SCINTO,MG.TECHNOGYM,03h 57' 13'',+ 03h 48' 04'',,,1997,3950,22,375519,13684,time
6003,121,MARCELINO GARCIA,ONCE,03h 58' 42'',+ 03h 49' 33'',,,1997,3950,22,375608,13773,time
6004,122,NICOLA MINALI,BATIK-DEL MONTE,04h 00' 35'',+ 03h 51' 26'',,,1997,3950,22,375721,13886,time
6005,123,MIRCO CREPALDI,Team POLTI,04h 00' 58'',+ 03h 51' 49'',,,1997,3950,22,375744,13909,time
6006,124,LAURI AUS,"CASINO ""C'est votre équipe""",04h 01' 40'',+ 03h 52' 31'',,,1997,3950,22,375786,13951,time
6007,125,GERRIT DE VRIES,Team POLTI,04h 03' 14'',+ 03h 54' 05'',,,1997,3950,22,375880,14045,time
6008,126,JEROEN BLIJLEVENS,TVM,04h 03' 19'',+ 03h 54' 10'',,,1997,3950,22,375885,14050,time
6009,127,LAURENT DESBIENS,COFIDIS,04h 03' 41'',+ 03h 54' 32'',,,1997,3950,22,375907,14072,time
6010,128,TRISTAN HOFFMAN,TVM,04h 03' 58'',+ 03h 54' 49'',,,1997,3950,22,375924,14089,time
6011,129,CARLO FINCO,MG.TECHNOGYM,04h 06' 36'',+ 03h 57' 27'',,,1997,3950,22,376082,14247,time
6012,130,ROSSANO BRASI,Team POLTI,04h 11' 20'',+ 04h 02' 11'',,,1997,3950,22,376366,14531,time
6013,131,PASCAL DERAME,U.S POSTAL SERVICE,04h 14' 06'',+ 04h 04' 57'',,,1997,3950,22,376532,14697,time
